Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\PanelMethods.cs,43,4,P:System.Windows.Forms.Control.Height,,,,,TranslateY = (float)((panel.Height - ScaleFactor*totalHeight)/2 + UpperLimit*ScaleFactor);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\PanelMethods.cs,42,4,P:System.Windows.Forms.Control.Width,,,,,TranslateX = (float)(panel.Width/20.0 - LeftLimit*ScaleFactor);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\PanelMethods.cs,40,4,P:System.Windows.Forms.Control.Width,,,,,ScaleFactor = (float)(panel.Width/((11.0/10.0)*totalWidth));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\PanelMethods.cs,36,3,P:System.Windows.Forms.Control.Width,,,,,float fPanelRatio = (float)panel.Height/(float)panel.Width;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\PanelMethods.cs,36,3,P:System.Windows.Forms.Control.Height,,,,,float fPanelRatio = (float)panel.Height/(float)panel.Width;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,718,2,T:System.Drawing.Graphics,,,,," void Draw(Graphics graphic, int i)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,712,3,T:System.Windows.Forms.ControlStyles,,,,,"SetStyle(ControlStyles.AllPaintingInWmPaint, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,712,3,T:System.Windows.Forms.ControlStyles,,,,,"SetStyle(ControlStyles.AllPaintingInWmPaint, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,712,3,F:System.Windows.Forms.ControlStyles.AllPaintingInWmPaint,,,,,"SetStyle(ControlStyles.AllPaintingInWmPaint, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,712,3,"M:System.Windows.Forms.Control.SetStyle(System.Windows.Forms.ControlStyles,System.Boolean)",,,,,"SetStyle(ControlStyles.AllPaintingInWmPaint, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,711,3,T:System.Windows.Forms.ControlStyles,,,,,"SetStyle(ControlStyles.DoubleBuffer, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,711,3,T:System.Windows.Forms.ControlStyles,,,,,"SetStyle(ControlStyles.DoubleBuffer, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,711,3,F:System.Windows.Forms.ControlStyles.DoubleBuffer,,,,,"SetStyle(ControlStyles.DoubleBuffer, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,711,3,"M:System.Windows.Forms.Control.SetStyle(System.Windows.Forms.ControlStyles,System.Boolean)",,,,,"SetStyle(ControlStyles.DoubleBuffer, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,710,3,T:System.Windows.Forms.ControlStyles,,,,,"SetStyle(ControlStyles.UserPaint, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,710,3,T:System.Windows.Forms.ControlStyles,,,,,"SetStyle(ControlStyles.UserPaint, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,710,3,F:System.Windows.Forms.ControlStyles.UserPaint,,,,,"SetStyle(ControlStyles.UserPaint, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,710,3,"M:System.Windows.Forms.Control.SetStyle(System.Windows.Forms.ControlStyles,System.Boolean)",,,,,"SetStyle(ControlStyles.UserPaint, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,709,3,T:System.Windows.Forms.ControlStyles,,,,,"SetStyle(ControlStyles.ResizeRedraw, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,709,3,T:System.Windows.Forms.ControlStyles,,,,,"SetStyle(ControlStyles.ResizeRedraw, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,709,3,F:System.Windows.Forms.ControlStyles.ResizeRedraw,,,,,"SetStyle(ControlStyles.ResizeRedraw, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,709,3,"M:System.Windows.Forms.Control.SetStyle(System.Windows.Forms.ControlStyles,System.Boolean)",,,,,"SetStyle(ControlStyles.ResizeRedraw, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,707,2,M:System.Windows.Forms.Panel.#ctor,,,,,"public DoubleBufferedPanel()  		{  			SetStyle(ControlStyles.ResizeRedraw, true);  			SetStyle(ControlStyles.UserPaint, true);  			SetStyle(ControlStyles.DoubleBuffer, true);  			SetStyle(ControlStyles.AllPaintingInWmPaint, true);  		}"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,712,3,T:System.Windows.Forms.ControlStyles,,,,,"SetStyle(ControlStyles.AllPaintingInWmPaint, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,712,3,T:System.Windows.Forms.ControlStyles,,,,,"SetStyle(ControlStyles.AllPaintingInWmPaint, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,712,3,F:System.Windows.Forms.ControlStyles.AllPaintingInWmPaint,,,,,"SetStyle(ControlStyles.AllPaintingInWmPaint, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,712,3,"M:System.Windows.Forms.Control.SetStyle(System.Windows.Forms.ControlStyles,System.Boolean)",,,,,"SetStyle(ControlStyles.AllPaintingInWmPaint, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,711,3,T:System.Windows.Forms.ControlStyles,,,,,"SetStyle(ControlStyles.DoubleBuffer, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,711,3,T:System.Windows.Forms.ControlStyles,,,,,"SetStyle(ControlStyles.DoubleBuffer, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,711,3,F:System.Windows.Forms.ControlStyles.DoubleBuffer,,,,,"SetStyle(ControlStyles.DoubleBuffer, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,711,3,"M:System.Windows.Forms.Control.SetStyle(System.Windows.Forms.ControlStyles,System.Boolean)",,,,,"SetStyle(ControlStyles.DoubleBuffer, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,710,3,T:System.Windows.Forms.ControlStyles,,,,,"SetStyle(ControlStyles.UserPaint, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,710,3,T:System.Windows.Forms.ControlStyles,,,,,"SetStyle(ControlStyles.UserPaint, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,710,3,F:System.Windows.Forms.ControlStyles.UserPaint,,,,,"SetStyle(ControlStyles.UserPaint, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,710,3,"M:System.Windows.Forms.Control.SetStyle(System.Windows.Forms.ControlStyles,System.Boolean)",,,,,"SetStyle(ControlStyles.UserPaint, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,709,3,T:System.Windows.Forms.ControlStyles,,,,,"SetStyle(ControlStyles.ResizeRedraw, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,709,3,T:System.Windows.Forms.ControlStyles,,,,,"SetStyle(ControlStyles.ResizeRedraw, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,709,3,F:System.Windows.Forms.ControlStyles.ResizeRedraw,,,,,"SetStyle(ControlStyles.ResizeRedraw, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,709,3,"M:System.Windows.Forms.Control.SetStyle(System.Windows.Forms.ControlStyles,System.Boolean)",,,,,"SetStyle(ControlStyles.ResizeRedraw, true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,707,2,M:System.Windows.Forms.Panel.#ctor,,,,,"public DoubleBufferedPanel()  		{  			SetStyle(ControlStyles.ResizeRedraw, true);  			SetStyle(ControlStyles.UserPaint, true);  			SetStyle(ControlStyles.DoubleBuffer, true);  			SetStyle(ControlStyles.AllPaintingInWmPaint, true);  		}"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,705,60,T:System.Windows.Forms.Panel,,,,,Panel
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,682,8,T:System.Windows.Forms.ToolStripItemClickedEventArgs,,,,,"private void contextMenuStrip_Panel1_ItemClicked(object sender, ToolStripItemClickedEventArgs e)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,694,4,M:System.Drawing.Graphics.Flush,,,,,graphics.Flush();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,693,4,T:System.Windows.Forms.Clipboard,,,,,Clipboard.SetImage(bm);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,693,4,M:System.Windows.Forms.Clipboard.SetImage(System.Drawing.Image),,,,,Clipboard.SetImage(bm);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,692,4,T:System.Drawing.Drawing2D.InterpolationMode,,,,,graphics.InterpolationMode = System.Drawing.Drawing2D.InterpolationMode.HighQualityBicubic;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,692,4,T:System.Drawing.Drawing2D.InterpolationMode,,,,,graphics.InterpolationMode = System.Drawing.Drawing2D.InterpolationMode.HighQualityBicubic;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,692,4,F:System.Drawing.Drawing2D.InterpolationMode.HighQualityBicubic,,,,,graphics.InterpolationMode = System.Drawing.Drawing2D.InterpolationMode.HighQualityBicubic;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,692,4,T:System.Drawing.Drawing2D.InterpolationMode,,,,,graphics.InterpolationMode = System.Drawing.Drawing2D.InterpolationMode.HighQualityBicubic;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,692,4,P:System.Drawing.Graphics.InterpolationMode,,,,,graphics.InterpolationMode = System.Drawing.Drawing2D.InterpolationMode.HighQualityBicubic;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,691,4,T:System.Drawing.Drawing2D.SmoothingMode,,,,,graphics.SmoothingMode = System.Drawing.Drawing2D.SmoothingMode.AntiAlias;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,691,4,T:System.Drawing.Drawing2D.SmoothingMode,,,,,graphics.SmoothingMode = System.Drawing.Drawing2D.SmoothingMode.AntiAlias;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,691,4,F:System.Drawing.Drawing2D.SmoothingMode.AntiAlias,,,,,graphics.SmoothingMode = System.Drawing.Drawing2D.SmoothingMode.AntiAlias;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,691,4,T:System.Drawing.Drawing2D.SmoothingMode,,,,,graphics.SmoothingMode = System.Drawing.Drawing2D.SmoothingMode.AntiAlias;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,691,4,P:System.Drawing.Graphics.SmoothingMode,,,,,graphics.SmoothingMode = System.Drawing.Drawing2D.SmoothingMode.AntiAlias;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,690,4,T:System.Drawing.Graphics,,,,,Graphics graphics = Graphics.FromImage(bm);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,690,4,T:System.Drawing.Graphics,,,,,Graphics graphics = Graphics.FromImage(bm);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,690,4,M:System.Drawing.Graphics.FromImage(System.Drawing.Image),,,,,Graphics graphics = Graphics.FromImage(bm);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,689,4,P:System.Windows.Forms.Control.Height,,,,,"pMainFrame.DrawToBitmap(bm, new Rectangle(0, 0, pMainFrame.Width, pMainFrame.Height));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,689,4,P:System.Windows.Forms.Control.Width,,,,,"pMainFrame.DrawToBitmap(bm, new Rectangle(0, 0, pMainFrame.Width, pMainFrame.Height));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,689,4,"M:System.Windows.Forms.Control.DrawToBitmap(System.Drawing.Bitmap,System.Drawing.Rectangle)",,,,,"pMainFrame.DrawToBitmap(bm, new Rectangle(0, 0, pMainFrame.Width, pMainFrame.Height));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,686,4,T:System.Drawing.Imaging.PixelFormat,,,,,"Bitmap bm = new Bitmap(pMainFrame.Width, pMainFrame.Height  									, System.Drawing.Imaging.PixelFormat.Format32bppRgb);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,686,4,T:System.Drawing.Imaging.PixelFormat,,,,,"Bitmap bm = new Bitmap(pMainFrame.Width, pMainFrame.Height  									, System.Drawing.Imaging.PixelFormat.Format32bppRgb);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,686,4,F:System.Drawing.Imaging.PixelFormat.Format32bppRgb,,,,,"Bitmap bm = new Bitmap(pMainFrame.Width, pMainFrame.Height  									, System.Drawing.Imaging.PixelFormat.Format32bppRgb);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,686,4,P:System.Windows.Forms.Control.Height,,,,,"Bitmap bm = new Bitmap(pMainFrame.Width, pMainFrame.Height  									, System.Drawing.Imaging.PixelFormat.Format32bppRgb);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,686,4,P:System.Windows.Forms.Control.Width,,,,,"Bitmap bm = new Bitmap(pMainFrame.Width, pMainFrame.Height  									, System.Drawing.Imaging.PixelFormat.Format32bppRgb);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,686,4,T:System.Drawing.Bitmap,,,,,"Bitmap bm = new Bitmap(pMainFrame.Width, pMainFrame.Height  									, System.Drawing.Imaging.PixelFormat.Format32bppRgb);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,686,4,"M:System.Drawing.Bitmap.#ctor(System.Int32,System.Int32,System.Drawing.Imaging.PixelFormat)",,,,,"Bitmap bm = new Bitmap(pMainFrame.Width, pMainFrame.Height  									, System.Drawing.Imaging.PixelFormat.Format32bppRgb);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,684,12,T:System.Windows.Forms.ToolStripItem,,,,,"if (e.ClickedItem.Text == ""Copy"")              {  				Bitmap bm = new Bitmap(pMainFrame.Width, pMainFrame.Height  									, System.Drawing.Imaging.PixelFormat.Format32bppRgb);    				pMainFrame.DrawToBitmap(bm, new Rectangle(0, 0, pMainFrame.Width, pMainFrame.Height));  				Graphics graphics = Graphics.FromImage(bm);  				graphics.SmoothingMode = System.Drawing.Drawing2D.SmoothingMode.AntiAlias;  				graphics.InterpolationMode = System.Drawing.Drawing2D.InterpolationMode.HighQualityBicubic;  				Clipboard.SetImage(bm);  				graphics.Flush();                }"
